teacher_id,course_id,section_type,room_id,day_of_week,start_time,end_time,academic_session
2018057865,MATH100,A1,DSA2-LAB,Wednesday,12:00:00,13:00:00,2025-26
2018057865,MATH100,A2,MATH-LAB,Saturday,13:00:00,14:00:00,2025-26
2018057865,MATH100,B1,ECE-LAB1,Sunday,13:00:00,14:00:00,2025-26
2018057865,MATH100,B2,ECE-LAB2,Monday,13:00:00,14:00:00,2025-26
2018057865,MATH100,C1,DSA-LAB,Tuesday,13:00:00,14:00:00,2025-26
2018057865,MATH100,C2,EM-LAB,Wednesday,13:00:00,14:00:00,2025-26
2003059323,MATH111,A,ARCHI105,Saturday,14:00:00,15:00:00,2025-26
2003059323,MATH111,A,ARCHI105,Sunday,14:00:00,15:00:00,2025-26
2003059323,MATH111,A,ARCHI105,Monday,14:00:00,15:00:00,2025-26
2003059323,MATH111,B,ARCHI105,Tuesday,14:00:00,15:00:00,2025-26
2003059323,MATH111,B,ARCHI105,Wednesday,14:00:00,15:00:00,2025-26
2003059323,MATH111,B,ARCHI105,Saturday,15:00:00,16:00:00,2025-26
2003059323,MATH111,C,ARCHI105,Sunday,15:00:00,16:00:00,2025-26
2003059323,MATH111,C,ARCHI105,Monday,15:00:00,16:00:00,2025-26
2003059323,MATH111,C,ARCHI105,Tuesday,15:00:00,16:00:00,2025-26
2003054759,MATH112,A1,MECH-LAB1,Wednesday,15:00:00,16:00:00,2025-26
2003054759,MATH112,A2,CIVIL-LAB1,Saturday,08:00:00,09:00:00,2025-26
2003054759,MATH112,B1,CHEM-LAB,Sunday,08:00:00,09:00:00,2025-26
2003054759,MATH112,B2,ARCHI-LAB,Monday,08:00:00,09:00:00,2025-26
2003054759,MATH112,C1,DSA2-LAB,Tuesday,08:00:00,09:00:00,2025-26
2003054759,MATH112,C2,MATH-LAB,Wednesday,08:00:00,09:00:00,2025-26
2000057141,MATH113,A,ARCHI105,Saturday,09:00:00,10:00:00,2025-26
2000057141,MATH113,A,ARCHI105,Sunday,09:00:00,10:00:00,2025-26
2000057141,MATH113,A,ARCHI105,Monday,09:00:00,10:00:00,2025-26
2000057141,MATH113,A,ARCHI105,Tuesday,09:00:00,10:00:00,2025-26
2000057141,MATH113,B,ARCHI105,Wednesday,09:00:00,10:00:00,2025-26
2000057141,MATH113,B,ARCHI105,Saturday,10:00:00,11:00:00,2025-26
2000057141,MATH113,B,ARCHI105,Sunday,10:00:00,11:00:00,2025-26
2000057141,MATH113,B,ARCHI105,Monday,10:00:00,11:00:00,2025-26
2000057141,MATH113,C,ARCHI105,Tuesday,10:00:00,11:00:00,2025-26
2000057141,MATH113,C,ARCHI105,Wednesday,10:00:00,11:00:00,2025-26
2000057141,MATH113,C,ARCHI105,Saturday,11:00:00,12:00:00,2025-26
2000057141,MATH113,C,ARCHI105,Sunday,11:00:00,12:00:00,2025-26
2003057433,MATH114,A1,ECE-LAB1,Monday,11:00:00,12:00:00,2025-26
2003057433,MATH114,A2,ECE-LAB2,Tuesday,11:00:00,12:00:00,2025-26
2003057433,MATH114,B1,DSA-LAB,Wednesday,11:00:00,12:00:00,2025-26
2003057433,MATH114,B2,EM-LAB,Saturday,12:00:00,13:00:00,2025-26
2003057433,MATH114,C1,MECH-LAB1,Sunday,12:00:00,13:00:00,2025-26
2003057433,MATH114,C2,CIVIL-LAB1,Monday,12:00:00,13:00:00,2025-26
2002054286,MATH115,A,ARCHI105,Tuesday,12:00:00,13:00:00,2025-26
2002054286,MATH115,A,ARCHI105,Wednesday,12:00:00,13:00:00,2025-26
2002054286,MATH115,A,ARCHI105,Saturday,13:00:00,14:00:00,2025-26
2002054286,MATH115,B,ARCHI105,Sunday,13:00:00,14:00:00,2025-26
2002054286,MATH115,B,ARCHI105,Monday,13:00:00,14:00:00,2025-26
2002054286,MATH115,B,ARCHI105,Tuesday,13:00:00,14:00:00,2025-26
2002054286,MATH115,C,ARCHI105,Wednesday,13:00:00,14:00:00,2025-26
2002054286,MATH115,C,ARCHI105,Saturday,14:00:00,15:00:00,2025-26
2002054286,MATH115,C,ARCHI105,Sunday,14:00:00,15:00:00,2025-26
2006057221,MATH116,A1,CHEM-LAB,Monday,14:00:00,15:00:00,2025-26
2006057221,MATH116,A2,ARCHI-LAB,Tuesday,14:00:00,15:00:00,2025-26
2006057221,MATH116,B1,DSA2-LAB,Wednesday,14:00:00,15:00:00,2025-26
2006057221,MATH116,B2,MATH-LAB,Saturday,15:00:00,16:00:00,2025-26
2006057221,MATH116,C1,ECE-LAB1,Sunday,15:00:00,16:00:00,2025-26
2006057221,MATH116,C2,ECE-LAB2,Monday,15:00:00,16:00:00,2025-26
2001058702,MATH117,A,ARCHI105,Tuesday,15:00:00,16:00:00,2025-26
2001058702,MATH117,A,ARCHI105,Wednesday,15:00:00,16:00:00,2025-26
2001058702,MATH117,A,ECE101,Saturday,08:00:00,09:00:00,2025-26
2001058702,MATH117,A,ECE102,Sunday,08:00:00,09:00:00,2025-26
2001058702,MATH117,B,ECE103,Monday,08:00:00,09:00:00,2025-26
2001058702,MATH117,B,ECE104,Tuesday,08:00:00,09:00:00,2025-26
2001058702,MATH117,B,ECE105,Wednesday,08:00:00,09:00:00,2025-26
2001058702,MATH117,B,ECE105,Saturday,09:00:00,10:00:00,2025-26
2001058702,MATH117,C,ECE105,Sunday,09:00:00,10:00:00,2025-26
2001058702,MATH117,C,ECE105,Monday,09:00:00,10:00:00,2025-26
2001058702,MATH117,C,ECE105,Tuesday,09:00:00,10:00:00,2025-26
2001058702,MATH117,C,ECE105,Wednesday,09:00:00,10:00:00,2025-26
2003057433,MATH118,A1,DSA-LAB,Saturday,10:00:00,11:00:00,2025-26
2003057433,MATH118,A2,EM-LAB,Sunday,10:00:00,11:00:00,2025-26
2003057433,MATH118,B1,MECH-LAB1,Monday,10:00:00,11:00:00,2025-26
2003057433,MATH118,B2,CIVIL-LAB1,Tuesday,10:00:00,11:00:00,2025-26
2003057433,MATH118,C1,CHEM-LAB,Wednesday,10:00:00,11:00:00,2025-26
2003057433,MATH118,C2,ARCHI-LAB,Saturday,11:00:00,12:00:00,2025-26
2000051897,MATH119,A,ECE105,Sunday,11:00:00,12:00:00,2025-26
2000051897,MATH119,A,ECE105,Monday,11:00:00,12:00:00,2025-26
2000051897,MATH119,A,ECE105,Tuesday,11:00:00,12:00:00,2025-26
2000051897,MATH119,B,ECE105,Wednesday,11:00:00,12:00:00,2025-26
2000051897,MATH119,B,ECE105,Saturday,12:00:00,13:00:00,2025-26
2000051897,MATH119,B,ECE105,Sunday,12:00:00,13:00:00,2025-26
2000051897,MATH119,C,ECE105,Monday,12:00:00,13:00:00,2025-26
2000051897,MATH119,C,ECE105,Tuesday,12:00:00,13:00:00,2025-26
2000051897,MATH119,C,ECE105,Wednesday,12:00:00,13:00:00,2025-26
2002054286,MATH110,A1,DSA2-LAB,Saturday,13:00:00,14:00:00,2025-26
2002054286,MATH110,A2,MATH-LAB,Sunday,13:00:00,14:00:00,2025-26
2002054286,MATH110,B1,ECE-LAB1,Monday,13:00:00,14:00:00,2025-26
2002054286,MATH110,B2,ECE-LAB2,Tuesday,13:00:00,14:00:00,2025-26
2002054286,MATH110,C1,DSA-LAB,Wednesday,13:00:00,14:00:00,2025-26
2002054286,MATH110,C2,EM-LAB,Saturday,14:00:00,15:00:00,2025-26
2003059323,MATH121,A,ECE105,Sunday,14:00:00,15:00:00,2025-26
2003059323,MATH121,A,ECE105,Monday,14:00:00,15:00:00,2025-26
2003059323,MATH121,A,ECE105,Tuesday,14:00:00,15:00:00,2025-26
2003059323,MATH121,A,ECE105,Wednesday,14:00:00,15:00:00,2025-26
2003059323,MATH121,B,ECE105,Saturday,15:00:00,16:00:00,2025-26
2003059323,MATH121,B,ECE105,Sunday,15:00:00,16:00:00,2025-26
2003059323,MATH121,B,ECE105,Monday,15:00:00,16:00:00,2025-26
2003059323,MATH121,B,ECE105,Tuesday,15:00:00,16:00:00,2025-26
2003059323,MATH121,C,ECE105,Wednesday,15:00:00,16:00:00,2025-26
2003059323,MATH121,C,ME101,Saturday,08:00:00,09:00:00,2025-26
2003059323,MATH121,C,ME102,Sunday,08:00:00,09:00:00,2025-26
2003059323,MATH121,C,ME103,Monday,08:00:00,09:00:00,2025-26
2013054785,MATH122,A1,MECH-LAB1,Tuesday,08:00:00,09:00:00,2025-26
2013054785,MATH122,A2,CIVIL-LAB1,Wednesday,08:00:00,09:00:00,2025-26
2013054785,MATH122,B1,CHEM-LAB,Saturday,09:00:00,10:00:00,2025-26
2013054785,MATH122,B2,ARCHI-LAB,Sunday,09:00:00,10:00:00,2025-26
2013054785,MATH122,C1,DSA2-LAB,Monday,09:00:00,10:00:00,2025-26
2013054785,MATH122,C2,MATH-LAB,Tuesday,09:00:00,10:00:00,2025-26
2003057433,MATH123,A,ME104,Wednesday,09:00:00,10:00:00,2025-26
2003057433,MATH123,A,ME104,Saturday,10:00:00,11:00:00,2025-26
2003057433,MATH123,A,ME104,Sunday,10:00:00,11:00:00,2025-26
2003057433,MATH123,B,ME104,Monday,10:00:00,11:00:00,2025-26
2003057433,MATH123,B,ME104,Tuesday,10:00:00,11:00:00,2025-26
2003057433,MATH123,B,ME104,Wednesday,10:00:00,11:00:00,2025-26
2003057433,MATH123,C,ME104,Saturday,11:00:00,12:00:00,2025-26
2003057433,MATH123,C,ME104,Sunday,11:00:00,12:00:00,2025-26
2003057433,MATH123,C,ME104,Monday,11:00:00,12:00:00,2025-26
2013054785,MATH124,A1,ECE-LAB1,Tuesday,11:00:00,12:00:00,2025-26
2013054785,MATH124,A2,ECE-LAB2,Wednesday,11:00:00,12:00:00,2025-26
2013054785,MATH124,B1,DSA-LAB,Saturday,12:00:00,13:00:00,2025-26
2013054785,MATH124,B2,EM-LAB,Sunday,12:00:00,13:00:00,2025-26
2013054785,MATH124,C1,MECH-LAB1,Monday,12:00:00,13:00:00,2025-26
2013054785,MATH124,C2,CIVIL-LAB1,Tuesday,12:00:00,13:00:00,2025-26
2018057865,MATH125,A,ME104,Wednesday,12:00:00,13:00:00,2025-26
2018057865,MATH125,A,ME104,Saturday,13:00:00,14:00:00,2025-26
2018057865,MATH125,A,ME104,Sunday,13:00:00,14:00:00,2025-26
2018057865,MATH125,A,ME104,Monday,13:00:00,14:00:00,2025-26
2018057865,MATH125,B,ME104,Tuesday,13:00:00,14:00:00,2025-26
2018057865,MATH125,B,ME104,Wednesday,13:00:00,14:00:00,2025-26
2018057865,MATH125,B,ME104,Saturday,14:00:00,15:00:00,2025-26
2018057865,MATH125,B,ME104,Sunday,14:00:00,15:00:00,2025-26
2018057865,MATH125,C,ME104,Monday,14:00:00,15:00:00,2025-26
2018057865,MATH125,C,ME104,Tuesday,14:00:00,15:00:00,2025-26
2018057865,MATH125,C,ME104,Wednesday,14:00:00,15:00:00,2025-26
2018057865,MATH125,C,ME104,Saturday,15:00:00,16:00:00,2025-26
2025054176,MATH126,A1,CHEM-LAB,Sunday,15:00:00,16:00:00,2025-26
2025054176,MATH126,A2,ARCHI-LAB,Monday,15:00:00,16:00:00,2025-26
2025054176,MATH126,B1,DSA2-LAB,Tuesday,15:00:00,16:00:00,2025-26
2025054176,MATH126,B2,MATH-LAB,Wednesday,15:00:00,16:00:00,2025-26
2025054176,MATH126,C1,ECE-LAB1,Saturday,08:00:00,09:00:00,2025-26
2025054176,MATH126,C2,ECE-LAB2,Sunday,08:00:00,09:00:00,2025-26
2025054176,MATH127,All,ME104,Monday,08:00:00,09:00:00,2025-26
2025054176,MATH127,All,ME105,Tuesday,08:00:00,09:00:00,2025-26
2025054176,MATH127,All,OAB101,Wednesday,08:00:00,09:00:00,2025-26
2000051897,MATH128,A1,DSA-LAB,Saturday,09:00:00,10:00:00,2025-26
2000051897,MATH128,A2,EM-LAB,Sunday,09:00:00,10:00:00,2025-26
2000051897,MATH128,B1,MECH-LAB1,Monday,09:00:00,10:00:00,2025-26
2000051897,MATH128,B2,CIVIL-LAB1,Tuesday,09:00:00,10:00:00,2025-26
2000051897,MATH128,C1,CHEM-LAB,Wednesday,09:00:00,10:00:00,2025-26
2000051897,MATH128,C2,ARCHI-LAB,Saturday,10:00:00,11:00:00,2025-26
2022054557,MATH129,A,OAB101,Sunday,10:00:00,11:00:00,2025-26
2022054557,MATH129,A,OAB101,Monday,10:00:00,11:00:00,2025-26
2022054557,MATH129,A,OAB101,Tuesday,10:00:00,11:00:00,2025-26
2022054557,MATH129,A,OAB101,Wednesday,10:00:00,11:00:00,2025-26
2022054557,MATH129,B,OAB101,Saturday,11:00:00,12:00:00,2025-26
2022054557,MATH129,B,OAB101,Sunday,11:00:00,12:00:00,2025-26
2022054557,MATH129,B,OAB101,Monday,11:00:00,12:00:00,2025-26
2022054557,MATH129,B,OAB101,Tuesday,11:00:00,12:00:00,2025-26
2022054557,MATH129,C,OAB101,Wednesday,11:00:00,12:00:00,2025-26
2022054557,MATH129,C,OAB101,Saturday,12:00:00,13:00:00,2025-26
2022054557,MATH129,C,OAB101,Sunday,12:00:00,13:00:00,2025-26
2022054557,MATH129,C,OAB101,Monday,12:00:00,13:00:00,2025-26
2022051578,MATH120,A1,DSA2-LAB,Tuesday,12:00:00,13:00:00,2025-26
2022051578,MATH120,A2,MATH-LAB,Wednesday,12:00:00,13:00:00,2025-26
2022051578,MATH120,B1,ECE-LAB1,Saturday,13:00:00,14:00:00,2025-26
2022051578,MATH120,B2,ECE-LAB2,Sunday,13:00:00,14:00:00,2025-26
2022051578,MATH120,C1,DSA-LAB,Monday,13:00:00,14:00:00,2025-26
2022051578,MATH120,C2,EM-LAB,Tuesday,13:00:00,14:00:00,2025-26
2002054286,MATH131,A,OAB101,Wednesday,13:00:00,14:00:00,2025-26
2002054286,MATH131,A,OAB101,Saturday,14:00:00,15:00:00,2025-26
2002054286,MATH131,A,OAB101,Sunday,14:00:00,15:00:00,2025-26
2002054286,MATH131,B,OAB101,Monday,14:00:00,15:00:00,2025-26
2002054286,MATH131,B,OAB101,Tuesday,14:00:00,15:00:00,2025-26
2002054286,MATH131,B,OAB101,Wednesday,14:00:00,15:00:00,2025-26
2002054286,MATH131,C,OAB101,Saturday,15:00:00,16:00:00,2025-26
2002054286,MATH131,C,OAB101,Sunday,15:00:00,16:00:00,2025-26
2002054286,MATH131,C,OAB101,Monday,15:00:00,16:00:00,2025-26
2005057458,MATH132,A1,MECH-LAB1,Tuesday,15:00:00,16:00:00,2025-26
2005057458,MATH132,A2,CIVIL-LAB1,Wednesday,15:00:00,16:00:00,2025-26
2005057458,MATH132,B1,CHEM-LAB,Saturday,08:00:00,09:00:00,2025-26
2005057458,MATH132,B2,ARCHI-LAB,Sunday,08:00:00,09:00:00,2025-26
2005057458,MATH132,C1,DSA2-LAB,Monday,08:00:00,09:00:00,2025-26
2005057458,MATH132,C2,MATH-LAB,Tuesday,08:00:00,09:00:00,2025-26
2013054785,MATH133,A,OAB101,Wednesday,08:00:00,09:00:00,2025-26
2013054785,MATH133,A,OAB101,Saturday,09:00:00,10:00:00,2025-26
2013054785,MATH133,A,OAB101,Sunday,09:00:00,10:00:00,2025-26
2013054785,MATH133,A,OAB101,Monday,09:00:00,10:00:00,2025-26
2013054785,MATH133,B,OAB101,Tuesday,09:00:00,10:00:00,2025-26
2013054785,MATH133,B,OAB101,Wednesday,09:00:00,10:00:00,2025-26
2013054785,MATH133,B,OAB101,Saturday,10:00:00,11:00:00,2025-26
2013054785,MATH133,B,OAB101,Sunday,10:00:00,11:00:00,2025-26
2013054785,MATH133,C,OAB101,Monday,10:00:00,11:00:00,2025-26
2013054785,MATH133,C,OAB101,Tuesday,10:00:00,11:00:00,2025-26
2013054785,MATH133,C,OAB101,Wednesday,10:00:00,11:00:00,2025-26
2013054785,MATH133,C,OAB101,Saturday,11:00:00,12:00:00,2025-26
2005057458,MATH134,A1,ECE-LAB1,Sunday,11:00:00,12:00:00,2025-26
2005057458,MATH134,A2,ECE-LAB2,Monday,11:00:00,12:00:00,2025-26
2005057458,MATH134,B1,DSA-LAB,Tuesday,11:00:00,12:00:00,2025-26
2005057458,MATH134,B2,EM-LAB,Wednesday,11:00:00,12:00:00,2025-26
2005057458,MATH134,C1,MECH-LAB1,Saturday,12:00:00,13:00:00,2025-26
2005057458,MATH134,C2,CIVIL-LAB1,Sunday,12:00:00,13:00:00,2025-26
2020058054,MATH135,A,OAB101,Monday,12:00:00,13:00:00,2025-26
2020058054,MATH135,A,OAB101,Tuesday,12:00:00,13:00:00,2025-26
2020058054,MATH135,A,OAB101,Wednesday,12:00:00,13:00:00,2025-26
2020058054,MATH135,B,OAB101,Saturday,13:00:00,14:00:00,2025-26
2020058054,MATH135,B,OAB101,Sunday,13:00:00,14:00:00,2025-26
2020058054,MATH135,B,OAB101,Monday,13:00:00,14:00:00,2025-26
2020058054,MATH135,C,OAB101,Tuesday,13:00:00,14:00:00,2025-26
2020058054,MATH135,C,OAB101,Wednesday,13:00:00,14:00:00,2025-26
2020058054,MATH135,C,OAB101,Saturday,14:00:00,15:00:00,2025-26
2005057458,MATH136,A1,CHEM-LAB,Sunday,14:00:00,15:00:00,2025-26
2005057458,MATH136,A2,ARCHI-LAB,Monday,14:00:00,15:00:00,2025-26
2005057458,MATH136,B1,DSA2-LAB,Tuesday,14:00:00,15:00:00,2025-26
2005057458,MATH136,B2,MATH-LAB,Wednesday,14:00:00,15:00:00,2025-26
2005057458,MATH136,C1,ECE-LAB1,Saturday,15:00:00,16:00:00,2025-26
2005057458,MATH136,C2,ECE-LAB2,Sunday,15:00:00,16:00:00,2025-26
2011056282,MATH137,A,OAB101,Monday,15:00:00,16:00:00,2025-26
2011056282,MATH137,A,OAB101,Tuesday,15:00:00,16:00:00,2025-26
2011056282,MATH137,A,OAB101,Wednesday,15:00:00,16:00:00,2025-26
2011056282,MATH137,A,OAB102,Saturday,08:00:00,09:00:00,2025-26
2011056282,MATH137,B,OAB103,Sunday,08:00:00,09:00:00,2025-26
2011056282,MATH137,B,OAB104,Monday,08:00:00,09:00:00,2025-26
2011056282,MATH137,B,OAB105,Tuesday,08:00:00,09:00:00,2025-26
2011056282,MATH137,B,CE101,Wednesday,08:00:00,09:00:00,2025-26
2011056282,MATH137,C,CE101,Saturday,09:00:00,10:00:00,2025-26
2011056282,MATH137,C,CE101,Sunday,09:00:00,10:00:00,2025-26
2011056282,MATH137,C,CE101,Monday,09:00:00,10:00:00,2025-26
2011056282,MATH137,C,CE101,Tuesday,09:00:00,10:00:00,2025-26
2003057433,MATH138,A1,DSA-LAB,Wednesday,09:00:00,10:00:00,2025-26
2003057433,MATH138,A2,EM-LAB,Saturday,10:00:00,11:00:00,2025-26
2003057433,MATH138,B1,MECH-LAB1,Sunday,10:00:00,11:00:00,2025-26
2003057433,MATH138,B2,CIVIL-LAB1,Monday,10:00:00,11:00:00,2025-26
2003057433,MATH138,C1,CHEM-LAB,Tuesday,10:00:00,11:00:00,2025-26
2003057433,MATH138,C2,ARCHI-LAB,Wednesday,10:00:00,11:00:00,2025-26
2011056282,MATH139,A,CE101,Saturday,11:00:00,12:00:00,2025-26
2011056282,MATH139,A,CE101,Sunday,11:00:00,12:00:00,2025-26
2011056282,MATH139,A,CE101,Monday,11:00:00,12:00:00,2025-26
2011056282,MATH139,B,CE101,Tuesday,11:00:00,12:00:00,2025-26
2011056282,MATH139,B,CE101,Wednesday,11:00:00,12:00:00,2025-26
2011056282,MATH139,B,CE101,Saturday,12:00:00,13:00:00,2025-26
2011056282,MATH139,C,CE101,Sunday,12:00:00,13:00:00,2025-26
2011056282,MATH139,C,CE101,Monday,12:00:00,13:00:00,2025-26
2011056282,MATH139,C,CE101,Tuesday,12:00:00,13:00:00,2025-26
2013054785,MATH130,A1,DSA2-LAB,Wednesday,12:00:00,13:00:00,2025-26
2013054785,MATH130,A2,MATH-LAB,Saturday,13:00:00,14:00:00,2025-26
2013054785,MATH130,B1,ECE-LAB1,Sunday,13:00:00,14:00:00,2025-26
2013054785,MATH130,B2,ECE-LAB2,Monday,13:00:00,14:00:00,2025-26
2013054785,MATH130,C1,DSA-LAB,Tuesday,13:00:00,14:00:00,2025-26
2013054785,MATH130,C2,EM-LAB,Wednesday,13:00:00,14:00:00,2025-26
2018057865,MATH141,A,CE101,Saturday,14:00:00,15:00:00,2025-26
2018057865,MATH141,A,CE101,Sunday,14:00:00,15:00:00,2025-26
2018057865,MATH141,A,CE101,Monday,14:00:00,15:00:00,2025-26
2018057865,MATH141,A,CE101,Tuesday,14:00:00,15:00:00,2025-26
2018057865,MATH141,B,CE101,Wednesday,14:00:00,15:00:00,2025-26
2018057865,MATH141,B,CE101,Saturday,15:00:00,16:00:00,2025-26
2018057865,MATH141,B,CE101,Sunday,15:00:00,16:00:00,2025-26
2018057865,MATH141,B,CE101,Monday,15:00:00,16:00:00,2025-26
2018057865,MATH141,C,CE101,Tuesday,15:00:00,16:00:00,2025-26
2018057865,MATH141,C,CE101,Wednesday,15:00:00,16:00:00,2025-26
2018057865,MATH141,C,CE102,Saturday,08:00:00,09:00:00,2025-26
2018057865,MATH141,C,CE103,Sunday,08:00:00,09:00:00,2025-26
2020058054,MATH142,A1,MECH-LAB1,Monday,08:00:00,09:00:00,2025-26
2020058054,MATH142,A2,CIVIL-LAB1,Tuesday,08:00:00,09:00:00,2025-26
2020058054,MATH142,B1,CHEM-LAB,Wednesday,08:00:00,09:00:00,2025-26
2020058054,MATH142,B2,ARCHI-LAB,Saturday,09:00:00,10:00:00,2025-26
2020058054,MATH142,C1,DSA2-LAB,Sunday,09:00:00,10:00:00,2025-26
2020058054,MATH142,C2,MATH-LAB,Monday,09:00:00,10:00:00,2025-26
2003059323,MATH143,A,CE104,Tuesday,09:00:00,10:00:00,2025-26
2003059323,MATH143,A,CE104,Wednesday,09:00:00,10:00:00,2025-26
2003059323,MATH143,A,CE104,Saturday,10:00:00,11:00:00,2025-26
2003059323,MATH143,B,CE104,Sunday,10:00:00,11:00:00,2025-26
2003059323,MATH143,B,CE104,Monday,10:00:00,11:00:00,2025-26
2003059323,MATH143,B,CE104,Tuesday,10:00:00,11:00:00,2025-26
2003059323,MATH143,C,CE104,Wednesday,10:00:00,11:00:00,2025-26
2003059323,MATH143,C,CE104,Saturday,11:00:00,12:00:00,2025-26
2003059323,MATH143,C,CE104,Sunday,11:00:00,12:00:00,2025-26
2003054759,MATH144,A1,ECE-LAB1,Monday,11:00:00,12:00:00,2025-26
2003054759,MATH144,A2,ECE-LAB2,Tuesday,11:00:00,12:00:00,2025-26
2003054759,MATH144,B1,DSA-LAB,Wednesday,11:00:00,12:00:00,2025-26
2003054759,MATH144,B2,EM-LAB,Saturday,12:00:00,13:00:00,2025-26
2003054759,MATH144,C1,MECH-LAB1,Sunday,12:00:00,13:00:00,2025-26
2003054759,MATH144,C2,CIVIL-LAB1,Monday,12:00:00,13:00:00,2025-26
2020058054,MATH145,All,CE104,Tuesday,12:00:00,13:00:00,2025-26
2020058054,MATH145,All,CE104,Wednesday,12:00:00,13:00:00,2025-26
2020058054,MATH145,All,CE104,Saturday,13:00:00,14:00:00,2025-26
2020058054,MATH145,All,CE104,Sunday,13:00:00,14:00:00,2025-26
2018057865,MATH146,A1,CHEM-LAB,Monday,13:00:00,14:00:00,2025-26
2018057865,MATH146,A2,ARCHI-LAB,Tuesday,13:00:00,14:00:00,2025-26
2018057865,MATH146,B1,DSA2-LAB,Wednesday,13:00:00,14:00:00,2025-26
2018057865,MATH146,B2,MATH-LAB,Saturday,14:00:00,15:00:00,2025-26
2018057865,MATH146,C1,ECE-LAB1,Sunday,14:00:00,15:00:00,2025-26
2018057865,MATH146,C2,ECE-LAB2,Monday,14:00:00,15:00:00,2025-26
2018057865,MATH147,A,CE104,Tuesday,14:00:00,15:00:00,2025-26
2018057865,MATH147,A,CE104,Wednesday,14:00:00,15:00:00,2025-26
2018057865,MATH147,A,CE104,Saturday,15:00:00,16:00:00,2025-26
2018057865,MATH147,B,CE104,Sunday,15:00:00,16:00:00,2025-26
2018057865,MATH147,B,CE104,Monday,15:00:00,16:00:00,2025-26
2018057865,MATH147,B,CE104,Tuesday,15:00:00,16:00:00,2025-26
2018057865,MATH147,C,CE104,Wednesday,15:00:00,16:00:00,2025-26
2018057865,MATH147,C,CE105,Saturday,08:00:00,09:00:00,2025-26
2018057865,MATH147,C,CHE101,Sunday,08:00:00,09:00:00,2025-26
2006057221,MATH148,A1,DSA-LAB,Monday,08:00:00,09:00:00,2025-26
2006057221,MATH148,A2,EM-LAB,Tuesday,08:00:00,09:00:00,2025-26
2006057221,MATH148,B1,MECH-LAB1,Wednesday,08:00:00,09:00:00,2025-26
2006057221,MATH148,B2,CIVIL-LAB1,Saturday,09:00:00,10:00:00,2025-26
2006057221,MATH148,C1,CHEM-LAB,Sunday,09:00:00,10:00:00,2025-26
2006057221,MATH148,C2,ARCHI-LAB,Monday,09:00:00,10:00:00,2025-26
2001051697,MATH149,All,CHE102,Tuesday,09:00:00,10:00:00,2025-26
2001051697,MATH149,All,CHE102,Wednesday,09:00:00,10:00:00,2025-26
2001051697,MATH149,All,CHE102,Saturday,10:00:00,11:00:00,2025-26
2001051697,MATH149,All,CHE102,Sunday,10:00:00,11:00:00,2025-26
2001058702,MATH140,A1,DSA2-LAB,Monday,10:00:00,11:00:00,2025-26
2001058702,MATH140,A2,MATH-LAB,Tuesday,10:00:00,11:00:00,2025-26
2001058702,MATH140,B1,ECE-LAB1,Wednesday,10:00:00,11:00:00,2025-26
2001058702,MATH140,B2,ECE-LAB2,Saturday,11:00:00,12:00:00,2025-26
2001058702,MATH140,C1,DSA-LAB,Sunday,11:00:00,12:00:00,2025-26
2001058702,MATH140,C2,EM-LAB,Monday,11:00:00,12:00:00,2025-26
2020058054,MATH151,A,CHE102,Tuesday,11:00:00,12:00:00,2025-26
2020058054,MATH151,A,CHE102,Wednesday,11:00:00,12:00:00,2025-26
2020058054,MATH151,A,CHE102,Saturday,12:00:00,13:00:00,2025-26
2020058054,MATH151,B,CHE102,Sunday,12:00:00,13:00:00,2025-26
2020058054,MATH151,B,CHE102,Monday,12:00:00,13:00:00,2025-26
2020058054,MATH151,B,CHE102,Tuesday,12:00:00,13:00:00,2025-26
2020058054,MATH151,C,CHE102,Wednesday,12:00:00,13:00:00,2025-26
2020058054,MATH151,C,CHE102,Saturday,13:00:00,14:00:00,2025-26
2020058054,MATH151,C,CHE102,Sunday,13:00:00,14:00:00,2025-26
2011056282,MATH152,A1,MECH-LAB1,Monday,13:00:00,14:00:00,2025-26
2011056282,MATH152,A2,CIVIL-LAB1,Tuesday,13:00:00,14:00:00,2025-26
2011056282,MATH152,B1,CHEM-LAB,Wednesday,13:00:00,14:00:00,2025-26
2011056282,MATH152,B2,ARCHI-LAB,Saturday,14:00:00,15:00:00,2025-26
2011056282,MATH152,C1,DSA2-LAB,Sunday,14:00:00,15:00:00,2025-26
2011056282,MATH152,C2,MATH-LAB,Monday,14:00:00,15:00:00,2025-26
2011056282,MATH153,A,CHE102,Tuesday,14:00:00,15:00:00,2025-26
2011056282,MATH153,A,CHE102,Wednesday,14:00:00,15:00:00,2025-26
2011056282,MATH153,A,CHE102,Saturday,15:00:00,16:00:00,2025-26
2011056282,MATH153,A,CHE102,Sunday,15:00:00,16:00:00,2025-26
2011056282,MATH153,B,CHE102,Monday,15:00:00,16:00:00,2025-26
2011056282,MATH153,B,CHE102,Tuesday,15:00:00,16:00:00,2025-26
2011056282,MATH153,B,CHE102,Wednesday,15:00:00,16:00:00,2025-26
2011056282,MATH153,B,CHE103,Saturday,08:00:00,09:00:00,2025-26
2011056282,MATH153,C,CHE104,Sunday,08:00:00,09:00:00,2025-26
2011056282,MATH153,C,CHE105,Monday,08:00:00,09:00:00,2025-26
